row_id,proba,feature,value,shap
41238,0.9998309312489925,aa_000,5.141967624106961,2.5618952305266185
41238,0.9998309312489925,ag_low_ratio,0.20383034710785405,2.473486607330172
41238,0.9998309312489925,bj_000,5.073428475388064,2.216253689611968
41238,0.9998309312489925,cc_000,5.438624298439391,1.276567273627865
41238,0.9998309312489925,am_0,5.748627250039285,1.0748956020310991
41238,0.9998309312489925,ai_000,0.3128597934017341,1.0615572756527094
41238,0.9998309312489925,al_000,5.666528180602267,0.7552076842117439
41238,0.9998309312489925,ag_center_mass,-1.293227880698859,0.6892370805212019
2881,0.9994704674057989,aa_000,5.653173861495526,3.2315098519758267
2881,0.9994704674057989,ag_low_ratio,0.06647165447559503,2.6564960057784366
2881,0.9994704674057989,bj_000,3.1187664446192933,1.8850260870976603
2881,0.9994704674057989,cc_000,5.227708790208966,1.2511025728758955
2881,0.9994704674057989,ai_000,0.1655155128568221,0.9666775159792215
2881,0.9994704674057989,ci_000,4.983561535639564,0.5730123110795617
2881,0.9994704674057989,ag_center_mass,-0.8512064173720103,0.5330571610160122
2881,0.9994704674057989,am_0,4.126629020902282,0.5228884702251256
56971,0.9992650944472393,aa_000,6.207182343039097,3.478026434417107
56971,0.9992650944472393,ag_low_ratio,0.6605638577070471,2.6769929520262896
56971,0.9992650944472393,bj_000,5.84122214749058,1.8921127159594857
56971,0.9992650944472393,ck_000,5.977593207071578,1.3013227963980767
56971,0.9992650944472393,cc_000,6.901771046181199,1.014731738511229
56971,0.9992650944472393,am_0,9.799695073833922,0.8187199825230435
56971,0.9992650944472393,ag_center_mass,-1.1893807731007786,0.7631938672906037
56971,0.9992650944472393,al_000,9.406943745795179,0.7258481222554009
25310,0.9992650944472393,aa_000,6.207182343039097,3.478026434417107
25310,0.9992650944472393,ag_low_ratio,0.6605638577070471,2.6769929520262896
25310,0.9992650944472393,bj_000,5.84122214749058,1.8921127159594857
25310,0.9992650944472393,ck_000,5.977593207071578,1.3013227963980767
25310,0.9992650944472393,cc_000,6.901771046181199,1.014731738511229
25310,0.9992650944472393,am_0,9.799695073833922,0.8187199825230435
25310,0.9992650944472393,ag_center_mass,-1.1893807731007786,0.7631938672906037
25310,0.9992650944472393,al_000,9.406943745795179,0.7258481222554009
25437,0.9992202448962018,aa_000,3.513529287518192,3.0396939176508755
25437,0.9992202448962018,ag_low_ratio,0.24364697602024554,2.0081344642719166
25437,0.9992202448962018,bj_000,4.801582817765696,1.9747355080618554
25437,0.9992202448962018,ck_000,3.7871706908108402,1.312907804673306
25437,0.9992202448962018,cc_000,4.765207654177963,1.139218640107571
25437,0.9992202448962018,ag_center_mass,-0.9818390576639501,0.7361095370306971
25437,0.9992202448962018,ai_000,0.07022072870697467,0.6768160075575966
25437,0.9992202448962018,am_0,4.631279094110757,0.6355606414579114
